TICKET_IDENTIFIER|SUPPORT_CATEGORY|AGENT_NAME|DATE_OF_CALL|CALL_STATUS|CALL_TYPE|TYPE_OF_CUSTOMER|DURATION|WORK_TIME|TICKET_STATUS|RESOLVED_IN_FIRST_CONTACT|RESOLUTION_CATEGORY|RATING
1417|SUPPORT OUTAGES|VHERNANDEZ|06132024101744|COMPLETED|CHAT|FAMILY PLAN MANAGER|327|532|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1418|BUSINESS SERVICES|XGONZALEZ|12172022101744|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|221|403|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|WORST
1419|ACCOUNT MANAGEMENT|UMARTINEZ|04162022101744|COMPLETED|CALL|BUSINESS OWNER|180|57|RESOLVED|1|SUPPORT TEAM INTERVENTION|BAD
1420|HOME SERVICES|STHOMPSON|10062022101744|COMPLETED|CHAT|NEW CUSTOMER|208|107|PENDING RESOLUTION|0|SELF-HELP OPTION|
1421||XGONZALEZ|04112024101744|TRANSFERRED|CHAT|NEW CUSTOMER|589|433|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BEST
775|SUPPORT OUTAGES|XGONZALEZ|06132024101744|TRANSFERRED|CHAT|BUSINESS OWNER|321|84|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
1422|SECURITY & PRIVACY|EJONES|09212023101744|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|21|458|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1423|HOME SERVICES|STHOMPSON|10202022101744|DROPPED|CHAT|NEW CUSTOMER|298|20|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BAD
1424|LOYALTY & RETENTIONS|YWILSON|03302024101744|COMPLETED|CALL|BUSINESS OWNER|10|554|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1425|ACCOUNT MANAGEMENT|STHOMPSON|12232022101744|COMPLETED|CHAT|NEW CUSTOMER|509|311|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
1290|LOYALTY & RETENTIONS|ZANDERSON|06142024101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|152|402|RESOLVED|1|SELF-HELP OPTION|BAD
1426|SUPPORT OUTAGES|TGARCIA|04172023101744|TRANSFERRED|CALL|DEVICE ENTHUSIAST|373|449|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
1427|HOME SERVICES|UMARTINEZ|11072022101744|TRANSFERRED|CALL|SENIOR CITIZEN|180|191|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|GOOD
1428|PROMOTIONS & DISCOUNTS|WLOPEZ|09262022101744|DROPPED|CALL|FAMILY PLAN MANAGER|71|544|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BEST
1429|BUSINESS SERVICES|UMARTINEZ|12292023101744|DROPPED|CHAT|LONG-TERM CUSTOMER|128|584|RESOLVED|1|SUPPORT TEAM INTERVENTION|GOOD
1430|HOME SERVICES|UMARTINEZ|02092022101744|COMPLETED|CALL|DEVICE ENTHUSIAST|417|568|PENDING CUSTOMER UPDATE||SUPPORT TEAM INTERVENTION|BEST
1431|SUPPORT OUTAGES|STHOMPSON|05112023101744|COMPLETED|CALL|BUSINESS OWNER|494|227|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1432|BUSINESS SERVICES|XGONZALEZ|03082024101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|515|593|RESOLVED|0|SELF-HELP OPTION|BAD
1433|PROMOTIONS & DISCOUNTS|XGONZALEZ|11112022101744|TRANSFERRED|CHAT|TECH-SAVVY USER|257|166|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|NEUTRAL
1434|BUSINESS SERVICES|ATHOMAS|05172022101744|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|111|266|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1435|LOYALTY & RETENTIONS|VHERNANDEZ|03282023101744|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|406|151|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BEST
1436|PROMOTIONS & DISCOUNTS|VHERNANDEZ|03122024101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|96|524|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BEST
1437|BUSINESS SERVICES|XGONZALEZ|02192023101744|DROPPED|CALL|TECH-SAVVY USER|569|460|PENDING RESOLUTION|1|SELF-HELP OPTION|BEST
757|PROMOTIONS & DISCOUNTS|XGONZALEZ|07252022101744|DROPPED|CALL|BUSINESS OWNER|466|200|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|BEST
1438|LOYALTY & RETENTIONS|UMARTINEZ|08122024101744|COMPLETED|CHAT|DEVICE ENTHUSIAST|526|452|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BAD
1439|HOME SERVICES|WLOPEZ|12292023101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|101|462|RESOLVED|1|SELF-HELP OPTION|BEST
1440||WLOPEZ|08212023101744|DROPPED|CHAT|BUSINESS OWNER|367|272|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
1441|HOME SERVICES|WLOPEZ|06092024101744|DROPPED|CALL|FAMILY PLAN MANAGER|130|517|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1442|ACCOUNT MANAGEMENT|WLOPEZ|01112022101744|TRANSFERRED|CALL|LONG-TERM CUSTOMER|370|365|RESOLVED|0|SUPPORT TEAM INTERVENTION|GOOD
1443|HOME SERVICES|XGONZALEZ|07122024101744|COMPLETED|CHAT|LONG-TERM CUSTOMER|483|400|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BEST
1444|NEW CUSTOMER ONBOARDING|ZANDERSON|05152024101744|COMPLETED|CALL|TECH-SAVVY USER|362|526|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1016|SUPPORT OUTAGES|ZANDERSON|10232022101744|COMPLETED|CHAT|FREQUENT TRAVELER|369|29|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1445|MOBILE & WIRELESS SERVICES|YWILSON|01252024101744|TRANSFERRED|CHAT|NEW CUSTOMER|408|543|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BEST
511|BUSINESS SERVICES|EJONES|04182024101744|TRANSFERRED|CHAT|BUSINESS OWNER|198|139|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BAD
1446|HOME SERVICES|UMARTINEZ|03102024101744|TRANSFERRED||NEW CUSTOMER|392|158|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
228|SECURITY & PRIVACY|STHOMPSON|04052024101744|COMPLETED|CALL|NEW CUSTOMER|36|238|PENDING RESOLUTION|0|SELF-HELP OPTION|BAD
1447|TECHNICAL SUPPORT|ATHOMAS|10192023101744|TRANSFERRED|CALL|HEAVY DATA USER|105|100|RESOLVED|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1448|PROMOTIONS & DISCOUNTS|TGARCIA|12212023101744|COMPLETED|CHAT|SENIOR CITIZEN|24|573|RESOLVED|0|SELF-HELP OPTION|WORST
1449|SUPPORT OUTAGES|TGARCIA|08182022101744|COMPLETED|CHAT|FREQUENT TRAVELER|515|159|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1450|HOME SERVICES|VHERNANDEZ|12302021101744|COMPLETED|CALL|FAMILY PLAN MANAGER|372|153|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
1451|BUSINESS SERVICES|XGONZALEZ|04222023101744|COMPLETED|CHAT|SENIOR CITIZEN|579|65|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
1452|NEW CUSTOMER ONBOARDING|WLOPEZ|01072022101744|DROPPED|CALL|HEAVY DATA USER|258|11|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1453|SUPPORT OUTAGES|XGONZALEZ|02262024101744|DROPPED|CALL|FREQUENT TRAVELER|516|292|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BAD
1454|ACCOUNT MANAGEMENT|ATHOMAS|07302024101744|DROPPED|CHAT|DEVICE ENTHUSIAST|210|533|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
1455|PROMOTIONS & DISCOUNTS|XGONZALEZ|04262023101744|DROPPED|CHAT|FAMILY PLAN MANAGER|89|445|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
1456|ACCOUNT MANAGEMENT|YWILSON|01252024101744|TRANSFERRED|CALL|BUDGET-CONSCIOUS CUSTOMER|556|212|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
1457|LOYALTY & RETENTIONS|VHERNANDEZ|12252022101744|COMPLETED|CALL|NEW CUSTOMER|378|295|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
1458|TECHNICAL SUPPORT|TGARCIA|06232022101744|COMPLETED|CHAT||308|402|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1459|TECHNICAL SUPPORT|ZANDERSON|10172023101744|COMPLETED|CALL|SENIOR CITIZEN|421|535|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BAD
1460|BUSINESS SERVICES|EJONES|02252023101744|DROPPED|CHAT|BUSINESS OWNER|398|517|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|BAD
1461|HOME SERVICES|ZANDERSON|07192024101744|COMPLETED|CHAT|BUSINESS OWNER|52|185|RESOLVED|0|SUPPORT TEAM INTERVENTION|BEST
1462|SUPPORT OUTAGES|ZANDERSON|02072023101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|413|232|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
72|SUPPORT OUTAGES|EJONES|04052023101744|COMPLETED|CHAT|SENIOR CITIZEN|331|464|WORK IN PROGRESS|0|SELF-HELP OPTION|NEUTRAL
1463|LOYALTY & RETENTIONS|ZANDERSON|06302023101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|137|16|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BEST
699|NEW CUSTOMER ONBOARDING|STHOMPSON|07252023101744|TRANSFERRED|CALL|HEAVY DATA USER|565|581|PENDING RESOLUTION|1|SELF-HELP OPTION|WORST
1464|MOBILE & WIRELESS SERVICES|ATHOMAS||TRANSFERRED|CHAT|HEAVY DATA USER|591|320|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
1465|SUPPORT OUTAGES|YWILSON|05222023101744|DROPPED|CALL|SENIOR CITIZEN|191|223|PENDING RESOLUTION|0|SELF-HELP OPTION|BEST
1466|MOBILE & WIRELESS SERVICES|XGONZALEZ|08102024101744|DROPPED|CALL|DEVICE ENTHUSIAST|565|595|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
1467|SECURITY & PRIVACY|STHOMPSON|03122024101744|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|10|13|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|GOOD
1468|TECHNICAL SUPPORT|XGONZALEZ|05062024101744|COMPLETED|CALL|FAMILY PLAN MANAGER|508|520|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
1469|SUPPORT OUTAGES|ATHOMAS|10312022101744|DROPPED|CHAT|HEAVY DATA USER|540|197|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
1470|BUSINESS SERVICES|STHOMPSON|06062022101744|TRANSFERRED|CALL|NEW CUSTOMER|486|101|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|WORST
1471|LOYALTY & RETENTIONS|TGARCIA|04242023101744|COMPLETED|CALL|BUSINESS OWNER|346|474|PENDING RESOLUTION|0|SELF-HELP OPTION|GOOD
570|TECHNICAL SUPPORT|XGONZALEZ|06062024101744|DROPPED|CHAT|FAMILY PLAN MANAGER|147|147|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|WORST
1472|ACCOUNT MANAGEMENT|ZANDERSON|06162024101744|TRANSFERRED|CHAT|SENIOR CITIZEN|19|291|WORK IN PROGRESS|0|SELF-HELP OPTION|BEST
1473|LOYALTY & RETENTIONS|VHERNANDEZ|10092023101744|COMPLETED|CHAT|HEAVY DATA USER|171|211|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1474|NEW CUSTOMER ONBOARDING|STHOMPSON|02082024101744|COMPLETED|CALL|LONG-TERM CUSTOMER|498|59|WORK IN PROGRESS|1|SELF-HELP OPTION|BEST
1328|ACCOUNT MANAGEMENT|XGONZALEZ|08282022101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|184|559|PENDING RESOLUTION|0|SELF-HELP OPTION|BEST
1475|BUSINESS SERVICES|ATHOMAS|02012023101744|DROPPED|CALL|BUDGET-CONSCIOUS CUSTOMER|431|531|RESOLVED|1|SELF-HELP OPTION|BAD
1476|SUPPORT OUTAGES|STHOMPSON|02132022101744|DROPPED|CALL|LONG-TERM CUSTOMER|498|430|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|WORST
1477|LOYALTY & RETENTIONS|ZANDERSON|07102023101744|COMPLETED|CALL|NEW CUSTOMER|121|537|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1478|BUSINESS SERVICES|WLOPEZ|08092023101744|DROPPED|CALL|LONG-TERM CUSTOMER|546|268|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1479|TECHNICAL SUPPORT|TGARCIA|01072023101744|COMPLETED|CHAT|TECH-SAVVY USER|463|351|RESOLVED|0|SELF-HELP OPTION|BAD
1480|HOME SERVICES|TGARCIA|06102023101744|COMPLETED|CALL|FAMILY PLAN MANAGER|161|128|WORK IN PROGRESS|1|SELF-HELP OPTION|GOOD
1481|NEW CUSTOMER ONBOARDING|YWILSON|07292023101744|TRANSFERRED|CALL|FREQUENT TRAVELER|234|256|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1482|PROMOTIONS & DISCOUNTS|XGONZALEZ|11222023101744|DROPPED|CHAT|LONG-TERM CUSTOMER|391|264|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|GOOD
1483|BUSINESS SERVICES|EJONES|08262023101744|COMPLETED|CHAT|HEAVY DATA USER|161|187|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|GOOD
1484|MOBILE & WIRELESS SERVICES|ATHOMAS|04242024101744|COMPLETED|CHAT|SENIOR CITIZEN|491|279|WORK IN PROGRESS|1|SELF-HELP OPTION|WORST
152|LOYALTY & RETENTIONS|VHERNANDEZ|11072023101744|DROPPED|CALL|NEW CUSTOMER|144|543|PENDING RESOLUTION|1|SELF-HELP OPTION|BEST
1485|ACCOUNT MANAGEMENT|ATHOMAS|05242022101744|COMPLETED|CHAT|DEVICE ENTHUSIAST|106|18|RESOLVED|0|SUPPORT TEAM INTERVENTION|BAD
1486|NEW CUSTOMER ONBOARDING|YWILSON|01282023101744|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|512|482|PENDING RESOLUTION|0|SUPPORT TEAM INTERVENTION|BEST
1487|PROMOTIONS & DISCOUNTS|XGONZALEZ|06222023101744|TRANSFERRED|CHAT|NEW CUSTOMER|151|59|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|WORST
1488|ACCOUNT MANAGEMENT|VHERNANDEZ|09212023101744|COMPLETED|CHAT|SENIOR CITIZEN|293|442|PENDING RESOLUTION|0|SELF-HELP OPTION|BAD
1489|SUPPORT OUTAGES|UMARTINEZ|08062022101744|DROPPED|CHAT|LONG-TERM CUSTOMER|130|470|RESOLVED|1|SUPPORT TEAM INTERVENTION|WORST
301|BUSINESS SERVICES|YWILSON|05192023101744|COMPLETED|CHAT|FREQUENT TRAVELER|470|488|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|NEUTRAL
1490|SECURITY & PRIVACY|EJONES|01092022101744|COMPLETED|CALL|HEAVY DATA USER|448|99|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|GOOD
1491|PROMOTIONS & DISCOUNTS|UMARTINEZ|01152023101744|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|127|128|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
1492|TECHNICAL SUPPORT|XGONZALEZ|09102023101744|TRANSFERRED|CALL|NEW CUSTOMER|434|295|PENDING RESOLUTION|1|SELF-HELP OPTION|BEST
881|NEW CUSTOMER ONBOARDING|UMARTINEZ|02242023101744|COMPLETED|CHAT|DEVICE ENTHUSIAST|240|584|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BAD
1493|HOME SERVICES|YWILSON|07042024101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|572|548|WORK IN PROGRESS|1|SELF-HELP OPTION|BAD
136|HOME SERVICES|YWILSON|09072024101744|DROPPED|CHAT|LONG-TERM CUSTOMER|386|572|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|NEUTRAL
1494|SUPPORT OUTAGES|YWILSON|07252023101744|TRANSFERRED|CALL|FREQUENT TRAVELER|241|407|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BAD
1495|HOME SERVICES|VHERNANDEZ|01132023101744|DROPPED|CHAT|LONG-TERM CUSTOMER|395|246|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BAD
1496|TECHNICAL SUPPORT|YWILSON|07302023101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|422|40|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
1497|BUSINESS SERVICES|ATHOMAS|07132023101744|TRANSFERRED|CHAT|HEAVY DATA USER|579|370|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|BEST
1498|NEW CUSTOMER ONBOARDING||09172022101744|DROPPED|CALL|DEVICE ENTHUSIAST|97|113|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|WORST
1499||TGARCIA|02032024101744|TRANSFERRED|CALL|SENIOR CITIZEN|305|469|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
1500|MOBILE & WIRELESS SERVICES|ATHOMAS|05202024101744|COMPLETED|CALL|HEAVY DATA USER|531|309|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|NEUTRAL
330|HOME SERVICES|UMARTINEZ|04012024101744|TRANSFERRED|CHAT|SENIOR CITIZEN|493|390|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|GOOD
1501|TECHNICAL SUPPORT|XGONZALEZ|10212022101744|COMPLETED|CHAT|DEVICE ENTHUSIAST|155|346|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|NEUTRAL
1502|ACCOUNT MANAGEMENT|UMARTINEZ|02252022101744|COMPLETED|CALL|DEVICE ENTHUSIAST|595|563|PENDING RESOLUTION|1|SELF-HELP OPTION|BAD
1503|HOME SERVICES|XGONZALEZ|05112023101744|COMPLETED|CHAT|FREQUENT TRAVELER|253|306|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|GOOD
1504|LOYALTY & RETENTIONS||04162022101744|COMPLETED|CALL|LONG-TERM CUSTOMER|593|253|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|NEUTRAL
1505|BUSINESS SERVICES|ZANDERSON|08192024101744|TRANSFERRED|CHAT|DEVICE ENTHUSIAST|308|256|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
1506|SUPPORT OUTAGES|VHERNANDEZ|11022022101744|DROPPED|CHAT|FAMILY PLAN MANAGER|149|318|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
1507|LOYALTY & RETENTIONS|STHOMPSON|04162023101744|DROPPED|CHAT|HEAVY DATA USER|323|543|RESOLVED|1|SELF-HELP OPTION|NEUTRAL
1508|ACCOUNT MANAGEMENT|TGARCIA|09252022101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|327|221|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|GOOD
903|NEW CUSTOMER ONBOARDING|STHOMPSON|04052024101744|TRANSFERRED|CHAT|SENIOR CITIZEN|11|496|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BEST
1509|HOME SERVICES|YWILSON|04062022101744|DROPPED|CHAT|DEVICE ENTHUSIAST|194|201|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|BAD
1510|ACCOUNT MANAGEMENT|WLOPEZ|09262022101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|80|200|WORK IN PROGRESS|1|SELF-HELP OPTION|NEUTRAL
1511|HOME SERVICES|STHOMPSON|03222024101744|TRANSFERRED|CALL|HEAVY DATA USER|511|120|TRANSFERRED TO ANOTHER QUEUE|0|SUPPORT TEAM INTERVENTION|WORST
578|SUPPORT OUTAGES|YWILSON|10022023101744|COMPLETED|CHAT|FREQUENT TRAVELER|266|334|RESOLVED|0|SUPPORT TEAM INTERVENTION|BEST
1512|LOYALTY & RETENTIONS|STHOMPSON|03232023101744|DROPPED|CALL|SENIOR CITIZEN|59|561|RESOLVED|1|SELF-HELP OPTION|BEST
1513|LOYALTY & RETENTIONS|TGARCIA|07312023101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|396|391|WORK IN PROGRESS|0|SELF-HELP OPTION|GOOD
1514|ACCOUNT MANAGEMENT|ATHOMAS|02232022101744|DROPPED|CHAT|FAMILY PLAN MANAGER|253|413|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|NEUTRAL
1515|MOBILE & WIRELESS SERVICES|UMARTINEZ|08282024101744|COMPLETED|CALL|NEW CUSTOMER|294|404||1|SUPPORT TEAM INTERVENTION|BAD
1516|MOBILE & WIRELESS SERVICES|UMARTINEZ|07202022101744|DROPPED|CALL|TECH-SAVVY USER|467|105|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|NEUTRAL
1517|ACCOUNT MANAGEMENT|STHOMPSON|07182022101744||CALL|HEAVY DATA USER|499|257|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BAD
1518|TECHNICAL SUPPORT|EJONES|04302023101744|DROPPED|CALL|HEAVY DATA USER|334|91|RESOLVED|1|SUPPORT TEAM INTERVENTION|BEST
1519|NEW CUSTOMER ONBOARDING|WLOPEZ|08082024101744|DROPPED|CALL|HEAVY DATA USER|431|82|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
1520|TECHNICAL SUPPORT|ZANDERSON|02272023101744|DROPPED|CALL|TECH-SAVVY USER|242|98|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
1260|HOME SERVICES|ZANDERSON|08112024101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|30|196|TRANSFERRED TO ANOTHER QUEUE|1|SELF-HELP OPTION|BEST
1521||ATHOMAS|11102023101744|DROPPED|CHAT|LONG-TERM CUSTOMER|155|598|RESOLVED|0|SELF-HELP OPTION|WORST
1522|ACCOUNT MANAGEMENT|EJONES|03062023101744|COMPLETED|CHAT|NEW CUSTOMER|134|455|TRANSFERRED TO ANOTHER QUEUE|1|SUPPORT TEAM INTERVENTION|GOOD
1523|ACCOUNT MANAGEMENT|ATHOMAS|01222023101744|TRANSFERRED|CHAT|BUDGET-CONSCIOUS CUSTOMER|106|35|PENDING CUSTOMER UPDATE|1|SUPPORT TEAM INTERVENTION|BAD
1524|HOME SERVICES|STHOMPSON|09232023101744|DROPPED|CALL|TECH-SAVVY USER|20|324|WORK IN PROGRESS||SUPPORT TEAM INTERVENTION|WORST
1525|LOYALTY & RETENTIONS|EJONES|07122022101744|COMPLETED|CALL|DEVICE ENTHUSIAST|556|354|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|BEST
1526|ACCOUNT MANAGEMENT|YWILSON|07182022101744|TRANSFERRED|CALL|DEVICE ENTHUSIAST|14|429|TRANSFERRED TO ANOTHER QUEUE|0|SELF-HELP OPTION|BEST
1527|BUSINESS SERVICES|VHERNANDEZ|10042022101744|DROPPED|CHAT|BUDGET-CONSCIOUS CUSTOMER|248|493|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
1528|LOYALTY & RETENTIONS|XGONZALEZ|03202023101744|COMPLETED|CHAT|SENIOR CITIZEN|49|525|RESOLVED|0|SELF-HELP OPTION|BEST
1529|NEW CUSTOMER ONBOARDING|YWILSON|06042022101744|DROPPED|CHAT||204|56|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|BAD
1530|SECURITY & PRIVACY|EJONES|07032024101744|COMPLETED|CHAT|FREQUENT TRAVELER|589|254|WORK IN PROGRESS|1|SUPPORT TEAM INTERVENTION|WORST
1531|SECURITY & PRIVACY|WLOPEZ|06182022101744|DROPPED|CHAT|SENIOR CITIZEN|597|32|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|WORST
220|ACCOUNT MANAGEMENT|WLOPEZ|03072022101744|TRANSFERRED|CALL|FAMILY PLAN MANAGER|329|321|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|GOOD
1532|TECHNICAL SUPPORT|ATHOMAS|08042023101744|TRANSFERRED|CHAT|TECH-SAVVY USER|340|138|RESOLVED|0|SELF-HELP OPTION|NEUTRAL
1533|TECHNICAL SUPPORT||06102022101744|DROPPED|CALL|FAMILY PLAN MANAGER|73|141|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|BEST
1122|SECURITY & PRIVACY|ZANDERSON|09282022101744|TRANSFERRED|CHAT|LONG-TERM CUSTOMER|71|91|WORK IN PROGRESS|0|SELF-HELP OPTION|BAD
1534|BUSINESS SERVICES|YWILSON|01292024101744|TRANSFERRED|CALL|NEW CUSTOMER|595|350|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
1535|TECHNICAL SUPPORT|VHERNANDEZ|05232024101744|COMPLETED|CALL|BUDGET-CONSCIOUS CUSTOMER|294|305|PENDING RESOLUTION|1|SUPPORT TEAM INTERVENTION|GOOD
942|MOBILE & WIRELESS SERVICES|WLOPEZ|06152022101744|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|434|386|PENDING CUSTOMER UPDATE|0|SELF-HELP OPTION|NEUTRAL
1536|BUSINESS SERVICES|YWILSON|07032024101744|TRANSFERRED|CHAT|FAMILY PLAN MANAGER|118|405|PENDING CUSTOMER UPDATE|0|SUPPORT TEAM INTERVENTION|GOOD
1537|LOYALTY & RETENTIONS|ZANDERSON|07172022101744|DROPPED|CALL|NEW CUSTOMER|286|483|RESOLVED|0|SUPPORT TEAM INTERVENTION|WORST
543|SECURITY & PRIVACY|EJONES|12302023101744|DROPPED|CHAT|SENIOR CITIZEN|366|329|PENDING CUSTOMER UPDATE|1|SELF-HELP OPTION|BEST
1538|MOBILE & WIRELESS SERVICES|ATHOMAS|01232023101744|COMPLETED|CHAT|SENIOR CITIZEN|533|581|WORK IN PROGRESS|0|SUPPORT TEAM INTERVENTION|GOOD
